Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,293.2,SE,,147.26,147.86,67,San Miguel,On-Air,Wide area.,,11,Full-time to the  Mega-Link System .,NMFCC,
