Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
145.41,-0.6,151.4,K7NAU,Flagstaff,AZ,OPEN,,294.6,SW,,145.41,144.81,151.4,Coconino,On-Air,NAU ARC,ARCA,
