Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
447.325,-5,,N7SGV,Duck Creek Village,UT,OPEN,,188.7,WSW,,447.325,442.325,,Kane,Off-Air,UVHFS,
