Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,EchoLink,IRLP,Coordination,Last update
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,98.6,NW,,147.2,147.8,88.5,Carbon,Unknown,64264,3270,UVHFS,
