Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,98.6,NW,,145.43,144.83,88.5,Carbon,Unknown,Price.,5,UVHFS,
