Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,EchoLink,IRLP,Coordination,Last update
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,73.5,NW,,448.3,443.3,,Carbon,Unknown,64264,3270,UVHFS,
