Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,282.8,NE,,449.625,444.625,151.4,Platte,On-Air,
