Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,282.8,NE,,224.68,223.08,,Platte,On-Air,
