Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,248.6,NW,,448.975,443.975,,Rich,On-Air,Wide area: Bear Lake and surrounding communities.,Desert ARS,Cactus-Intertie,7,UVHFS,
