Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Nets,Coordination,Last update
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,226,NW,,449.7,444.7,100,Rich,On-Air,Wide area: Bear Lake and surrounding communities.,Intermountain Intertie,State RACES: 3rd Thursday of even-numbered months.,UVHFS,
