Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Coordination,Last update
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,259.4,SE,,147.18,147.78,100,100,Rio Arriba,DM76BF,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,NMFCC,
