Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Last update
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,250.5,NE,,146.715,146.115,103.5,103.5,Box Butte,On-Air,TriCity,
