Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Web links,Coordination,Last update
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,198.7,ESE,,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,DRC Repeaters,CCARC,
