Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Web links,Coordination,Last update
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,222.7,E,,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,11,4140,DRC Repeaters,CCARC,
