Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,128.5,WNW,,447.35,442.35,88.5,San Pete,Unknown,UVHFS,
