Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,223.6,SE,,147.24,147.84,67,Sandoval,On-Air,Wide area.,,9,Full-time to the  Mega-Link System .,NMFCC,
