Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,EchoLink,Coordination,Last update
146.8,-0.6,162.2,W7RIM,Overgaard,AZ,OPEN,E,280.9,SW,,146.8,146.2,162.2,Navajo,On-Air,Rim Country ARC,E-power.,525081,ARCA,
