Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Web links,Coordination,Last update
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,195.7,SW,,147.135,147.735,100,100,La Plata,On-Air,http://www.sjcham.com,CCARC,
