Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,On-air,Coverage,Sponsor,Coordination,Last update
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,127.8,SE,,448.625,443.625,131.8,131.8,La Plata,Unknown,Wide area.,KC5EVE,CCARC,
