Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,126.8,SE,,146.7,146.1,100,100,La Plata,On-Air,Local.,Durango ARC,9,http://durangoarc.org/,CCARC,
