Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,233.4,E,,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,Repeater,CCARC,
