Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,IRLP,Coordination,Last update
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,96.4,WNW,,146.66,146.06,100,San Pete,On-Air,Wide area: Provo to Salina.,Skyline Repeater System,"Autopatch, 10,350'.",3576,UVHFS,
