Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
449.725,-5,,KD7YK,"Enterprise,  Black Hills",UT,OPEN,,220.4,WSW,,449.725,444.725,,Washington,Unknown,St. George and the neighboring communities.,Autopatch.,UVHFS,
