Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
927.5125,-25,103.5,AF7FH,Wellsville,UT,OPEN,,218.3,NNW,,927.5125,902.5125,103.5,Cache,Unknown,BARC,UVHFS,
