Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,293.2,SE,,147.3,147.9,162.2,San Miguel,On-Air,Wide area.,Santa Fe ARC,"E-power, linked.",SFARC Repeaters,NMFCC,
