Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,198,NNW,,224,222.4,167.9,Weber,Unknown,Wide area: Cache and Morgan valleys.,Intermountain Repeater Emergency Amateur Network,Remote base.,UVHFS,
