Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,198.6,NW,,224.82,223.22,167.9,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Intermountain Repeater Emergency Amateur Network,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",UVHFS,
