Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
224.5,-1.6,167.9,WB6CDN,"Ogden,  downtown",UT,OPEN,,222.1,NW,,224.5,222.9,167.9,Weber,Unknown,Ogden and South Ogden area.,Intermountain Repeater Emergency Amateur Network,Autopatch.,UVHFS,
