Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,282.8,NE,,146.88,146.28,100,100,Platte,On-Air,GPARA,WRCG,
