Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
444.575,5,100,KD7KRA,Tuba City,AZ,OPEN,W,213,SSW,,444.575,449.575,100,Coconino,On-Air,KD7KRA,ARCA,
