Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,AllStar,Web links,Last update
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,152.4,S,,147.465,147.465,88.5,Bernalillo,On-Air,465010,28239,http://www.w5mhg.com,
