Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,199.1,S,,51.7,50.7,156.7,Bernalillo,Off-Air,K5RKE,Off the air until spring 2014,NMFCC,
