Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Links,Notes,Web links,Coordination,Last update
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,199.3,S,,442.9,447.9,,,7,,Bernalillo,On-Air,"Rocky Mountain Ham Radio, NM",Full-time to the  Colorado TRBO System .,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,
