Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,IRLP,Last update
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,199.6,S,,442.75,447.75,162.2,Bernalillo,On-Air,10,7855,
