Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,AllStar,Web links,Coordination,Last update
442.05,5,162.2,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,153.1,S,,442.05,447.05,162.2,162.2,Bernalillo,On-Air,BERNCO OEM,28828,http://bc-ares.org/wordpress/,NMFCC,
