Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,EchoLink,Commands,Last update
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,146.5,S,,223.9,222.3,,Bernalillo,Off-Air,"E-power (solar), Autopatch, Remote base.",87120,United States,
