Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,199.6,S,,444.325,449.325,100,Bernalillo,On-Air,Wide area.,,10,Full-time to the  Mega-Link System .,NMFCC,
