Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Web links,Coordination,Last update
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,199.6,S,,145.29,144.69,100,Bernalillo,On-Air,New Mexico Mega Link Assoc,10,Full-time to the  Mega-Link System .,http://nm5ml.com/,NMFCC,
