Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,199.6,S,,442.6,447.6,100,Bernalillo,On-Air,Wide area.,URFMSI,Closed autopatch.,"Voting receiver. 10,680'",http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,
