Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Last update
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,154.5,S,,927.7,902.7,210.7,Bernalillo,Off-Air,Wide area.,"Closed autopatch, linked.",
