Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,IRLP,Notes,Nets,Coordination,Last update
146.72,-0.6,100,WB7REL,"Glendale, Spencer Bench",UT,OPEN,I,182.5,WSW,,146.72,146.12,100,Kane,On-Air,"Covers Highway 89 from Hatch to Kanab, west along Highway 14 over Cedar Mountain, and east along Highway 12 to Bryce Canyon.",Skyline,"Autopatch, linked to (146.940).",Full-time to the  Skyline Repeater System .,3576,Provides a South-Central Utah link into the Skyline/Sinbad systems.,Skyline RC VHF Net: Sunday at 2000 hrs,UVHFS,
