Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Features,Commands,Last update
446.55,-5,88.5,N6JOY,Flagstaff,AZ,OPEN,W,294.6,SW,,446.55,441.55,,Open ↑ / Open ↓,18212,Coconino,On-Air,"West along Interstate 40 to around Bellmont, east along I-40 to Twin Arrows",N6JOY,223.5,none,
