Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,185.5,E,,224.8,223.2,,Eagle,Unknown,ECHO,CCARC,
