Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,207.6,SW,,147.06,147.66,100,San Juan,On-Air,NMFCC,
