Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
443.05,5,136.5,WB6ALS,Prescott Valley,AZ,OPEN,,290.6,SW,,443.05,448.05,136.5,Yavapai,Off-Air,"Prescott Valley/Prescott/Dewey/Chino Valley, AZ.",WB6ALS,ARCA,
