Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
447.675,-5,100,KF7RCZ,Saratogo Springs,UT,OPEN,,174.7,NW,,447.675,442.675,100,Utah,Unknown,UVHFS,
