Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,198,ESE,,146.88,146.28,100,Jefferson,On-Air,Wide area: Denver.  Map,Denver Radio League,E-power.,6,DRL Repeaters,CCARC,
