Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Notes,Coordination,Last update
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,147.9,SSW,,146.96,146.36,100,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,Intermountain Intertie,10,UVHFS,
