Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,63.6,E,,447.5,442.5,114.8,Mesa,Unknown,KC0ARV,CCARC,
