Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Features,Notes,Web links,Coordination,Last update
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,117.7,NNW,,145.49,144.89,136.5,Duchesne,On-Air,"Duchesne, UT area.",Sinbad Desert ARC (SDARC),E-power.,5,http://sdarc.us/repeaters/flat-top.html,UVHFS,
