Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,IRLP,Notes,Nets,Coordination,Last update
146.91,-0.6,100,NR7K,"St George, Seegmiller Peak",UT,OPEN,I,240.7,WSW,,146.91,146.31,100,Washington,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Dean Cox,E-power.,3575,6,DARC: Sun at 2000.,UVHFS,
