Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,AllStar,Coordination,Last update
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,171.8,S,,145.21,144.61,110.9,110.9,Colfax,On-Air,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",46298,NMFCC,
