Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,172.3,S,,223.82,222.22,,Bernalillo,Off-Air,NM 220 S,E-power.,NMFCC,
