Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,201,NW,,927.3125,902.3125,127.3,Davis,Off-Air,Wasatch Front from Payson to Tremonton.,Davis Co ARC,4,UVHFS,
