Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,223.1,E,,449,444,136.5,136.5,Clear Creek,On-Air,CARN,CCARC,
