Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,IRLP,Web links,Coordination,Last update
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,168.6,NNW,,449.575,444.575,173.8,173.8,Natrona,On-Air,Wide area: Casper Metro and large parts of Natrona county.,CDK Net,,E-power.,7707,Casper ARC,WRCG,
