Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Commands,Notes,Last update
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,174.8,SSE,,447.275,442.275,71.9,71.9,Torrance,On-Air,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,KB5VPZ,E-power (Solar and Wind). Linkable to other sites.,943044,# then node number to connect #then 73 disconnect,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,
