Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,On-air,Sponsor,Features,Coordination,Last update
449.325,-5,103.5,NO7AZ,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,449.325,444.325,103.5,Coconino,DM45eg,Unknown,NO7AZ,"E-power, closed autopatch.",ARCA,
