Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Nets,Web links,Coordination,Last update
147.14,0.6,162.2,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,147.14,147.74,162.2,Coconino,On-Air,Arizona Repeater Assoc,E-power.,Full-time to the  Arizona Rptr Assoc (Rimlink) System .,2100,Arizona Repeater Assoc,ARCA,
