Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
448.625,-5,,N7MK,"Flagstaff, Mt. Elden",AZ,CLOSED,,292.6,SW,,448.625,443.625,,Coconino,On-Air,SARBA,Linked.,ARCA,
