Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Features,Coordination,Last update
145.45,-0.6,103.5,NO7AZ,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,145.45,144.85,103.5,Coconino,Unknown,"E-power, closed autopatch.",ARCA,
