Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Notes,Web links,Coordination,Last update
448.875,-5,100,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,448.875,443.875,100,Coconino,On-Air,Arizona Repeater Assoc,E-power.,"Full-time to  
        448.60000 (WA7VHF) at Page, Navajo Mountain, UT .
 


Full-time to the  Intermountain Intertie System .","Linked to The Intermountain Intertie via the Navajo Mt Repeater, in Page, Arizona.",Arizona Repeater Assoc,ARCA,
