Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Nets,Coordination,Last update
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,231.4,NNW,,146.88,146.28,100,Sublette,On-Air,"Sublette Co ARC """,9,SCARC: Mon at 19:30.,WRCG,
