Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
146.73,-0.6,100,KC7BKY,Big Piney,WY,OPEN,,279.3,NW,,146.73,146.13,100,Sublette,Unknown,WRCG,
